deal_id,level_rank,candidate_team,finish_order,candidate_score,candidate_win,candidate_utility,steps,search_decisions
19,9,1,3-1-0-2,3,true,1.2,115,
20,7,0,2-3-1-0,1,true,1.0,109,
20,7,1,0-1-3-2,-1,false,-1.0,115,
21,T,0,0-2-1-3,3,true,1.2,85,
21,T,1,3-2-0-1,1,true,1.0,139,
22,8,0,2-0-1-3,3,true,1.2,87,
22,8,1,1-3-0-2,3,true,1.2,118,
23,2,0,0-1-3-2,1,true,1.0,115,
23,2,1,1-3-0-2,3,true,1.2,107,
24,J,0,2-1-3-0,1,true,1.0,119,
24,J,1,3-1-0-2,3,true,1.2,125,
25,7,0,0-2-1-3,3,true,1.2,77,
25,7,1,1-0-2-3,1,true,1.0,118,
26,9,0,2-3-1-0,1,true,1.0,99,
26,9,1,1-3-0-2,3,true,1.2,122,
27,K,0,2-0-1-3,3,true,1.2,101,
27,K,1,0-1-3-2,-1,false,-1.0,113,
28,4,0,2-0-1-3,3,true,1.2,106,
28,4,1,0-2-1-3,-3,false,-1.2,115,
29,8,0,2-0-1-3,3,true,1.2,95,
29,8,1,1-3-0-2,3,true,1.2,100,
30,4,0,0-2-1-3,3,true,1.2,109,
30,4,1,0-3-1-2,-1,false,-1.0,114,
31,6,0,2-0-1-3,3,true,1.2,117,
31,6,1,1-3-0-2,3,true,1.2,104,
32,3,0,1-3-0-2,-3,false,-1.2,110,
32,3,1,3-2-0-1,1,true,1.0,122,
33,Q,0,1-0-2-3,-1,false,-1.0,110,
33,Q,1,3-1-0-2,3,true,1.2,105,
34,A,0,1-0-2-3,-1,false,-1.0,98,
34,A,1,1-2-0-3,1,true,1.0,110,
35,7,0,2-1-3-0,1,true,1.0,91,
35,7,1,2-0-1-3,-3,false,-1.2,104,
36,K,0,0-3-1-2,1,true,1.0,92,
36,K,1,2-3-1-0,-1,false,-1.0,108,
37,3,0,0-2-1-3,3,true,1.2,99,
37,3,1,3-2-0-1,1,true,1.0,123,
38,Q,0,2-1-3-0,1,true,1.0,116,
38,Q,1,1-3-0-2,3,true,1.2,79,
39,5,0,2-0-1-3,3,true,1.2,96,
39,5,1,1-3-0-2,3,true,1.2,88,
40,9,0,0-1-3-2,1,true,1.0,133,
40,9,1,1-3-0-2,3,true,1.2,74,
41,9,0,1-3-0-2,-3,false,-1.2,90,
41,9,1,3-1-0-2,3,true,1.2,103,
42,2,0,2-0-1-3,3,true,1.2,118,
42,2,1,3-1-0-2,3,true,1.2,116,
43,A,0,0-2-1-3,3,true,1.2,79,
43,A,1,1-3-0-2,3,true,1.2,102,
44,J,0,0-1-3-2,1,true,1.0,128,
44,J,1,3-2-0-1,1,true,1.0,131,
45,5,0,2-0-1-3,3,true,1.2,120,
45,5,1,3-1-0-2,3,true,1.2,84,
46,5,0,0-3-1-2,1,true,1.0,118,
46,5,1,1-3-0-2,3,true,1.2,100,
47,6,0,2-0-1-3,3,true,1.2,85,
47,6,1,3-2-0-1,1,true,1.0,132,
48,J,0,1-0-3-2,-2,false,-1.1,122,
48,J,1,1-0-3-2,2,true,1.1,108,
49,8,0,2-0-1-3,3,true,1.2,91,
49,8,1,3-2-0-1,1,true,1.0,146,
50,4,0,0-3-1-2,1,true,1.0,98,
50,4,1,1-0-2-3,1,true,1.0,110,
51,8,0,2-1-3-0,1,true,1.0,117,
51,8,1,3-1-0-2,3,true,1.2,86,
52,6,0,0-2-1-3,3,true,1.2,95,
52,6,1,1-2-0-3,1,true,1.0,104,
53,K,0,3-0-1-2,-2,false,-1.1,143,
53,K,1,3-1-0-2,3,true,1.2,133,
54,3,0,2-1-3-0,1,true,1.0,120,
54,3,1,1-3-0-2,3,true,1.2,128,
55,3,0,2-0-1-3,3,true,1.2,96,
55,3,1,3-1-0-2,3,true,1.2,108,
56,5,0,3-2-0-1,-1,false,-1.0,114,
56,5,1,1-3-0-2,3,true,1.2,122,
57,6,0,0-3-1-2,1,true,1.0,118,
57,6,1,1-3-0-2,3,true,1.2,89,
58,5,0,2-1-3-0,1,true,1.0,110,
58,5,1,1-3-0-2,3,true,1.2,105,
59,6,0,2-0-1-3,3,true,1.2,85,
59,6,1,3-1-0-2,3,true,1.2,97,
60,9,0,0-3-2-1,2,true,1.1,121,
60,9,1,2-1-3-0,-1,false,-1.0,120,
61,3,0,2-0-1-3,3,true,1.2,134,
61,3,1,3-2-0-1,1,true,1.0,106,
62,8,0,0-2-1-3,3,true,1.2,93,
62,8,1,3-1-0-2,3,true,1.2,116,
63,7,0,2-0-1-3,3,true,1.2,70,
63,7,1,0-1-3-2,-1,false,-1.0,117,
64,8,0,1-3-0-2,-3,false,-1.2,107,
64,8,1,3-1-0-2,3,true,1.2,96,
65,J,0,0-2-1-3,3,true,1.2,91,
65,J,1,1-3-0-2,3,true,1.2,106,
66,9,0,0-3-1-2,1,true,1.0,115,
66,9,1,1-3-0-2,3,true,1.2,93,
67,3,0,3-1-0-2,-3,false,-1.2,126,
67,3,1,0-2-1-3,-3,false,-1.2,116,
68,K,0,1-0-2-3,-1,false,-1.0,117,
68,K,1,3-2-1-0,2,true,1.1,131,
69,6,0,0-2-1-3,3,true,1.2,113,
69,6,1,3-1-0-2,3,true,1.2,91,
70,6,0,2-1-0-3,2,true,1.1,99,
70,6,1,1-3-0-2,3,true,1.2,112,
71,7,0,2-0-1-3,3,true,1.2,133,
71,7,1,3-1-0-2,3,true,1.2,96,
72,K,0,3-2-0-1,-1,false,-1.0,117,
72,K,1,3-2-0-1,1,true,1.0,119,
73,T,0,1-3-0-2,-3,false,-1.2,111,
73,T,1,1-3-0-2,3,true,1.2,96,
74,J,0,3-1-0-2,-3,false,-1.2,127,
74,J,1,3-0-2-1,1,true,1.0,104,
75,5,0,2-0-1-3,3,true,1.2,96,
75,5,1,3-1-0-2,3,true,1.2,91,
76,4,0,2-3-1-0,1,true,1.0,108,
76,4,1,3-2-0-1,1,true,1.0,97,
77,2,0,0-3-1-2,1,true,1.0,126,
77,2,1,3-2-0-1,1,true,1.0,106,
78,Q,0,2-0-1-3,3,true,1.2,115,
78,Q,1,1-3-0-2,3,true,1.2,92,
79,9,0,1-2-0-3,-1,false,-1.0,120,
79,9,1,0-3-1-2,-1,false,-1.0,133,
80,9,0,2-0-1-3,3,true,1.2,116,
80,9,1,2-1-3-0,-1,false,-1.0,122,
81,8,0,0-2-1-3,3,true,1.2,108,
81,8,1,1-2-0-3,1,true,1.0,110,
82,2,0,3-2-1-0,-2,false,-1.1,106,
82,2,1,1-3-0-2,3,true,1.2,89,
83,4,0,2-3-1-0,1,true,1.0,110,
83,4,1,2-3-1-0,-1,false,-1.0,90,
84,9,0,2-0-1-3,3,true,1.2,127,
84,9,1,3-1-0-2,3,true,1.2,66,
85,J,0,3-1-0-2,-3,false,-1.2,107,
85,J,1,2-1-3-0,-1,false,-1.0,151,
86,Q,0,0-1-2-3,2,true,1.1,113,
86,Q,1,3-1-0-2,3,true,1.2,102,
87,2,0,2-0-1-3,3,true,1.2,94,
87,2,1,1-3-0-2,3,true,1.2,100,
88,A,0,0-1-3-2,1,true,1.0,92,
88,A,1,1-3-0-2,3,true,1.2,95,
89,A,0,2-0-1-3,3,true,1.2,128,
89,A,1,3-1-0-2,3,true,1.2,111,
90,2,0,3-1-0-2,-3,false,-1.2,99,
90,2,1,1-2-0-3,1,true,1.0,95,
91,2,0,0-2-1-3,3,true,1.2,84,
91,2,1,3-1-0-2,3,true,1.2,112,
92,T,0,2-0-1-3,3,true,1.2,102,
92,T,1,1-3-0-2,3,true,1.2,93,
93,2,0,0-2-1-3,3,true,1.2,97,
93,2,1,3-2-0-1,1,true,1.0,94,
94,T,0,0-2-1-3,3,true,1.2,115,
94,T,1,1-0-2-3,1,true,1.0,127,
95,2,0,2-0-1-3,3,true,1.2,115,
95,2,1,1-3-0-2,3,true,1.2,105,
96,2,0,1-2-0-3,-1,false,-1.0,101,
96,2,1,2-1-3-0,-1,false,-1.0,118,
97,5,0,0-2-1-3,3,true,1.2,136,
97,5,1,0-2-1-3,-3,false,-1.2,93,
98,9,0,0-2-1-3,3,true,1.2,112,
98,9,1,1-0-3-2,2,true,1.1,119,
99,T,0,0-2-1-3,3,true,1.2,118,
99,T,1,0-2-1-3,-3,false,-1.2,97,
100,5,0,3-1-0-2,-3,false,-1.2,103,
100,5,1,3-1-0-2,3,true,1.2,103,
101,2,0,0-2-1-3,3,true,1.2,79,
101,2,1,3-1-0-2,3,true,1.2,122,
102,6,0,1-0-2-3,-1,false,-1.0,94,
102,6,1,1-2-3-0,2,true,1.1,134,
103,6,0,0-1-3-2,1,true,1.0,106,
103,6,1,3-1-0-2,3,true,1.2,120,
104,J,0,0-3-1-2,1,true,1.0,135,
104,J,1,3-1-0-2,3,true,1.2,117,
105,4,0,3-1-0-2,-3,false,-1.2,97,
105,4,1,3-1-0-2,3,true,1.2,118,
106,A,0,2-0-1-3,3,true,1.2,112,
106,A,1,1-2-3-0,2,true,1.1,116,
107,Q,0,2-1-0-3,2,true,1.1,98,
107,Q,1,3-1-0-2,3,true,1.2,102,
108,7,0,3-0-2-1,-1,false,-1.0,91,
108,7,1,1-3-0-2,3,true,1.2,119,
109,4,0,0-2-1-3,3,true,1.2,116,
109,4,1,1-3-0-2,3,true,1.2,103,
110,4,0,2-0-1-3,3,true,1.2,97,
110,4,1,0-2-1-3,-3,false,-1.2,97,
111,T,0,0-2-1-3,3,true,1.2,123,
111,T,1,2-0-1-3,-3,false,-1.2,83,
112,5,0,0-1-3-2,1,true,1.0,109,
112,5,1,3-1-0-2,3,true,1.2,117,
113,3,0,2-0-1-3,3,true,1.2,136,
113,3,1,1-3-0-2,3,true,1.2,120,
114,8,0,0-2-1-3,3,true,1.2,102,
114,8,1,3-1-0-2,3,true,1.2,95,
115,6,0,2-1-0-3,2,true,1.1,113,
115,6,1,1-3-0-2,3,true,1.2,107,
116,8,0,0-1-3-2,1,true,1.0,145,
116,8,1,1-0-2-3,1,true,1.0,102,
117,T,0,2-0-1-3,3,true,1.2,119,
117,T,1,0-3-1-2,-1,false,-1.0,112,
118,T,0,2-0-1-3,3,true,1.2,104,
118,T,1,1-3-0-2,3,true,1.2,111,
119,2,0,0-2-1-3,3,true,1.2,100,
119,2,1,3-2-0-1,1,true,1.0,128,
120,A,0,0-2-1-3,3,true,1.2,90,
120,A,1,0-2-1-3,-3,false,-1.2,114,
121,Q,0,1-2-0-3,-1,false,-1.0,119,
121,Q,1,3-1-0-2,3,true,1.2,84,
122,A,0,0-3-1-2,1,true,1.0,107,
122,A,1,0-1-3-2,-1,false,-1.0,124,
123,2,0,0-2-1-3,3,true,1.2,114,
123,2,1,2-3-0-1,-2,false,-1.1,114,
124,Q,0,0-3-1-2,1,true,1.0,119,
124,Q,1,3-1-0-2,3,true,1.2,92,
125,J,0,2-0-1-3,3,true,1.2,119,
125,J,1,1-3-0-2,3,true,1.2,106,
126,Q,0,2-0-1-3,3,true,1.2,92,
126,Q,1,1-3-0-2,3,true,1.2,88,
127,T,0,1-0-2-3,-1,false,-1.0,110,
127,T,1,3-0-2-1,1,true,1.0,128,
128,A,0,0-3-1-2,1,true,1.0,93,
128,A,1,0-1-3-2,-1,false,-1.0,125,
129,9,0,0-1-3-2,1,true,1.0,119,
129,9,1,2-3-1-0,-1,false,-1.0,138,
130,8,0,2-3-1-0,1,true,1.0,102,
130,8,1,3-1-0-2,3,true,1.2,107,
131,7,0,1-2-3-0,-2,false,-1.1,124,
131,7,1,1-2-0-3,1,true,1.0,106,
132,T,0,2-1-3-0,1,true,1.0,115,
132,T,1,3-1-0-2,3,true,1.2,91,
133,4,0,0-2-1-3,3,true,1.2,115,
133,4,1,3-1-0-2,3,true,1.2,107,
134,3,0,3-2-0-1,-1,false,-1.0,133,
134,3,1,3-1-0-2,3,true,1.2,112,
135,4,0,1-3-0-2,-3,false,-1.2,107,
135,4,1,3-1-0-2,3,true,1.2,115,
136,3,0,2-0-1-3,3,true,1.2,102,
136,3,1,1-0-2-3,1,true,1.0,124,
137,5,0,1-2-3-0,-2,false,-1.1,104,
137,5,1,1-3-0-2,3,true,1.2,98,
138,8,0,0-3-1-2,1,true,1.0,96,
138,8,1,1-3-0-2,3,true,1.2,105,
139,8,0,2-1-3-0,1,true,1.0,109,
139,8,1,1-0-3-2,2,true,1.1,112,
140,2,0,2-3-1-0,1,true,1.0,121,
140,2,1,3-0-2-1,1,true,1.0,106,
141,2,0,2-0-1-3,3,true,1.2,103,
141,2,1,1-3-0-2,3,true,1.2,112,
142,5,0,2-0-1-3,3,true,1.2,108,
142,5,1,1-3-0-2,3,true,1.2,105,
143,Q,0,2-3-0-1,2,true,1.1,115,
143,Q,1,3-1-0-2,3,true,1.2,116,
144,A,0,0-2-1-3,3,true,1.2,118,
144,A,1,3-1-0-2,3,true,1.2,79,
145,5,0,2-0-1-3,3,true,1.2,98,
145,5,1,2-1-3-0,-1,false,-1.0,143,
146,7,0,0-2-1-3,3,true,1.2,132,
146,7,1,3-2-1-0,2,true,1.1,112,
147,5,0,3-2-0-1,-1,false,-1.0,125,
147,5,1,3-1-0-2,3,true,1.2,77,
148,3,0,3-0-2-1,-1,false,-1.0,96,
148,3,1,1-3-0-2,3,true,1.2,116,
149,T,0,2-3-1-0,1,true,1.0,112,
149,T,1,0-1-3-2,-1,false,-1.0,125,
150,3,0,3-0-2-1,-1,false,-1.0,124,
150,3,1,1-3-0-2,3,true,1.2,117,
151,7,0,2-1-3-0,1,true,1.0,110,
151,7,1,1-3-0-2,3,true,1.2,113,
152,9,0,3-1-0-2,-3,false,-1.2,96,
152,9,1,1-3-0-2,3,true,1.2,92,
153,7,0,1-2-0-3,-1,false,-1.0,135,
153,7,1,1-2-0-3,1,true,1.0,123,
154,9,0,2-0-1-3,3,true,1.2,116,
154,9,1,3-1-0-2,3,true,1.2,82,
155,K,0,3-1-0-2,-3,false,-1.2,129,
155,K,1,2-0-1-3,-3,false,-1.2,119,
156,5,0,2-0-1-3,3,true,1.2,90,
156,5,1,3-1-0-2,3,true,1.2,102,
157,5,0,2-1-3-0,1,true,1.0,101,
157,5,1,1-3-0-2,3,true,1.2,126,
158,T,0,3-2-0-1,-1,false,-1.0,109,
158,T,1,2-0-1-3,-3,false,-1.2,96,
159,Q,0,1-0-2-3,-1,false,-1.0,111,
159,Q,1,1-2-3-0,2,true,1.1,133,
160,2,0,2-0-1-3,3,true,1.2,122,
160,2,1,1-3-0-2,3,true,1.2,95,
161,T,0,0-2-1-3,3,true,1.2,102,
161,T,1,0-2-1-3,-3,false,-1.2,95,
162,J,0,0-1-3-2,1,true,1.0,125,
162,J,1,1-3-0-2,3,true,1.2,87,
163,6,0,2-3-1-0,1,true,1.0,102,
163,6,1,2-1-0-3,-2,false,-1.1,112,
164,8,0,2-0-1-3,3,true,1.2,91,
164,8,1,2-0-1-3,-3,false,-1.2,120,
165,2,0,2-0-1-3,3,true,1.2,100,
165,2,1,3-1-0-2,3,true,1.2,91,
166,9,0,0-2-1-3,3,true,1.2,109,
166,9,1,1-3-0-2,3,true,1.2,108,
167,4,0,3-0-2-1,-1,false,-1.0,91,
167,4,1,3-1-0-2,3,true,1.2,98,
168,8,0,3-0-1-2,-2,false,-1.1,101,
168,8,1,1-2-0-3,1,true,1.0,100,
169,Q,0,0-2-1-3,3,true,1.2,81,
169,Q,1,1-3-0-2,3,true,1.2,103,
170,A,0,3-1-0-2,-3,false,-1.2,130,
170,A,1,3-0-2-1,1,true,1.0,131,
171,6,0,1-2-0-3,-1,false,-1.0,98,
171,6,1,3-2-0-1,1,true,1.0,122,
172,9,0,0-2-1-3,3,true,1.2,130,
172,9,1,1-3-0-2,3,true,1.2,102,
173,2,0,2-1-3-0,1,true,1.0,109,
173,2,1,1-3-0-2,3,true,1.2,98,
174,K,0,2-0-1-3,3,true,1.2,110,
174,K,1,3-1-0-2,3,true,1.2,109,
175,7,0,2-3-1-0,1,true,1.0,97,
175,7,1,3-1-0-2,3,true,1.2,78,
176,A,0,2-0-1-3,3,true,1.2,102,
176,A,1,3-0-2-1,1,true,1.0,130,
177,8,0,2-0-1-3,3,true,1.2,82,
177,8,1,0-2-1-3,-3,false,-1.2,106,
178,3,0,2-0-1-3,3,true,1.2,97,
178,3,1,1-2-0-3,1,true,1.0,125,
179,4,0,2-0-1-3,3,true,1.2,125,
179,4,1,1-3-0-2,3,true,1.2,106,
180,6,0,3-1-0-2,-3,false,-1.2,129,
180,6,1,0-1-3-2,-1,false,-1.0,113,
181,3,0,2-1-3-0,1,true,1.0,103,
181,3,1,3-1-0-2,3,true,1.2,124,
182,Q,0,2-1-3-0,1,true,1.0,100,
182,Q,1,3-1-0-2,3,true,1.2,78,
183,8,0,0-2-1-3,3,true,1.2,99,
183,8,1,1-3-0-2,3,true,1.2,96,
184,8,0,2-3-1-0,1,true,1.0,125,
184,8,1,2-0-1-3,-3,false,-1.2,112,
185,T,0,1-2-0-3,-1,false,-1.0,135,
185,T,1,3-1-0-2,3,true,1.2,120,
186,3,0,1-3-0-2,-3,false,-1.2,110,
186,3,1,1-2-0-3,1,true,1.0,126,
187,5,0,2-0-1-3,3,true,1.2,104,
187,5,1,3-1-0-2,3,true,1.2,96,
188,8,0,2-3-1-0,1,true,1.0,134,
188,8,1,1-3-0-2,3,true,1.2,99,
189,A,0,1-3-0-2,-3,false,-1.2,111,
189,A,1,3-1-0-2,3,true,1.2,93,
190,T,0,0-2-1-3,3,true,1.2,88,
190,T,1,1-3-0-2,3,true,1.2,83,
191,5,0,2-0-1-3,3,true,1.2,102,
191,5,1,2-3-1-0,-1,false,-1.0,132,
192,7,0,2-3-1-0,1,true,1.0,112,
192,7,1,0-3-1-2,-1,false,-1.0,116,
193,T,0,1-0-3-2,-2,false,-1.1,141,
193,T,1,2-0-1-3,-3,false,-1.2,104,
194,J,0,2-3-1-0,1,true,1.0,142,
194,J,1,3-1-0-2,3,true,1.2,99,
195,K,0,2-0-1-3,3,true,1.2,86,
195,K,1,2-3-0-1,-2,false,-1.1,111,
196,7,0,0-2-1-3,3,true,1.2,88,
196,7,1,2-0-1-3,-3,false,-1.2,100,
197,7,0,2-0-1-3,3,true,1.2,94,
197,7,1,3-1-0-2,3,true,1.2,96,
198,7,0,2-0-1-3,3,true,1.2,100,
198,7,1,1-3-0-2,3,true,1.2,99,
199,J,0,1-2-0-3,-1,false,-1.0,120,
199,J,1,0-3-1-2,-1,false,-1.0,136,
