deal_id,level_rank,candidate_team,finish_order,candidate_score,candidate_win,candidate_utility,steps,search_decisions
90,4,1,3-0-2-1,1,true,1.0,123,
91,T,0,1-3-0-2,-3,false,-1.2,95,
91,T,1,1-2-0-3,1,true,1.0,97,
92,2,0,3-1-0-2,-3,false,-1.2,94,
92,2,1,3-1-0-2,3,true,1.2,101,
93,Q,0,1-0-2-3,-1,false,-1.0,117,
93,Q,1,1-3-0-2,3,true,1.2,98,
94,7,0,0-3-1-2,1,true,1.0,118,
94,7,1,3-1-0-2,3,true,1.2,109,
95,5,0,0-1-3-2,1,true,1.0,118,
95,5,1,3-1-0-2,3,true,1.2,107,
96,T,0,2-0-1-3,3,true,1.2,69,
96,T,1,1-3-0-2,3,true,1.2,82,
97,9,0,3-2-0-1,-1,false,-1.0,97,
97,9,1,3-2-0-1,1,true,1.0,97,
98,6,0,1-3-0-2,-3,false,-1.2,103,
98,6,1,3-1-0-2,3,true,1.2,112,
99,8,0,0-1-3-2,1,true,1.0,111,
99,8,1,3-1-0-2,3,true,1.2,102,
